Account,Id,false
Account,IsDeleted,false
Account,MasterRecordId,false
Account,Name,false
Account,Type,false
Account,RecordTypeId,false
Account,ParentId,false
Account,BillingStreet,false
Account,BillingCity,false
Account,BillingState,false
Account,BillingPostalCode,false
Account,BillingCountry,false
Account,BillingLatitude,false
Account,BillingLongitude,false
Account,BillingGeocodeAccuracy,false
Account,ShippingStreet,false
Account,ShippingCity,false
Account,ShippingState,false
Account,ShippingPostalCode,false
Account,ShippingCountry,false
Account,ShippingLatitude,false
Account,ShippingLongitude,false
Account,ShippingGeocodeAccuracy,false
Account,Phone,false
Account,Fax,false
Account,AccountNumber,false
Account,Website,false
Account,PhotoUrl,false
Account,Sic,false
Account,Industry,false
Account,AnnualRevenue,false
Account,NumberOfEmployees,false
Account,Ownership,false
Account,TickerSymbol,false
Account,Description,false
Account,Rating,false
Account,Site,false
Account,OwnerId,false
Account,CreatedDate,false
Account,CreatedById,false
Account,LastModifiedDate,false
Account,LastModifiedById,false
Account,SystemModstamp,false
Account,LastActivityDate,false
Account,LastViewedDate,false
Account,LastReferencedDate,false
Account,IsCustomerPortal,false
Account,Jigsaw,false
Account,JigsawCompanyId,false
Account,AccountSource,false
Account,SicDesc,false
Account,ConnectionReceivedId,false
Account,ConnectionSentId,false
Account,A_M_Best_Rating__c,false
Account,Active__c,false
MCIC_Patient_Safety__c,Pre_existing_Medical_Conditions_Other__c,false,
MCIC_Patient_Safety__c,Prenatal_GBS__c,false,
MCIC_Patient_Safety__c,Present_on_Admission__c,false,
MCIC_Patient_Safety__c,Pressure_Ulcer_Present__c,false,
MCIC_Patient_Safety__c,Primary_Admitting_Service__c,false,
MCIC_Patient_Safety__c,Primary_Claimant_Type__c,false,
MCIC_Patient_Safety__c,Primary_ICD9_ICD10_Diagnosis__c,false,
MCIC_Patient_Safety__c,Primary_Occupation_Formula__c,false,
MCIC_Patient_Safety__c,Primary_Occupation__c,false,
MCIC_Patient_Safety__c,Primary_Procedure__c,false,
MCIC_Patient_Safety__c,Primary_Responsible_Staff__c,false,
MCIC_Patient_Safety__c,Procedure_Code__c,false,
MCIC_Patient_Safety__c,RMX_Entity_ID_SRC__c,false,
MCIC_Patient_Safety__c,RXM_Patient_Entity_ID_SRC__c,false,
MCIC_Patient_Safety__c,Race_SRC__c,false,
MCIC_Patient_Safety__c,Race__c,false,
MCIC_Patient_Safety__c,Readmission_Multiple_Visits__c,false,
MCIC_Patient_Safety__c,Readmission_To__c,false,
MCIC_Patient_Safety__c,Readmission__c,false,
MCIC_Patient_Safety__c,Reason_for_Transfer__c,false,
MCIC_Patient_Safety__c,Record_Type_Name__c,false,
MCIC_Patient_Safety__c,Related_Initiatives__c,true,;
MCIC_Patient_Safety__c,Responsible_Staff__c,false,
MCIC_Patient_Safety__c,Review_Status_Formula__c,false,
MCIC_Patient_Safety__c,Review_Status__c,false,
MCIC_Patient_Safety__c,Reviewer__c,false,
MCIC_Patient_Safety__c,Root_Cause_Analysis_Done__c,false,
MCIC_Patient_Safety__c,Shoulder_Dystocia_Encountered__c,false,
MCIC_Patient_Safety__c,Specific_Allegation__c,false,
MCIC_Patient_Safety__c,Specify_SOC__c,false,
MCIC_Patient_Safety__c,Staging_On_Admission__c,false,
MCIC_Patient_Safety__c,Standard_of_Care_Met__c,false,
MCIC_Patient_Safety__c,Subscriber_Review__c,false,
MCIC_Patient_Safety__c,Subscriber_Statement_on_SOC__c,false,
MCIC_Patient_Safety__c,Symptoms_on_Presentation__c,true,;
MCIC_Patient_Safety__c,Time_military_UNK__c,false,
MCIC_Patient_Safety__c,Time_military__c,false,
MCIC_Patient_Safety__c,Total_Incurred__c,false,
MCIC_Patient_Safety__c,Transfer_From__c,false,
MCIC_Patient_Safety__c,Type_Of_Injury__c,false,
MCIC_Patient_Safety__c,Type_of_Admission_Visit__c,true,;
MCIC_Patient_Safety__c,Type_of_Medication_Substance_Involved__c,false,
MCIC_Patient_Safety__c,U_CO2__c,false,
MCIC_Patient_Safety__c,U_O2__c,false,
MCIC_Patient_Safety__c,U_pH__c,false,
MCIC_Patient_Safety__c,Unk_Zip_Code__c,false,
MCIC_Patient_Safety__c,Update_Date__c,false,
MCIC_Patient_Safety__c,Uv_CO2__c,false,
MCIC_Patient_Safety__c,Uv_O2__c,false,
MCIC_Patient_Safety__c,Uv_pH__c,false,
MCIC_Patient_Safety__c,Weight_grams_UNK__c,false,
MCIC_Patient_Safety__c,Weight_grams__c,false,
MCIC_Patient_Safety__c,Weight_kg__c,false,
MCIC_Patient_Safety__c,Weight_lbs_UNK__c,false,
MCIC_Patient_Safety__c,Weight_lbs__c,false,
MCIC_Patient_Safety__c,Weight_lbs_oz__c,false,
MCIC_Patient_Safety__c,X10_Min_Apgar_1_10__c,false,
MCIC_Patient_Safety__c,X10_min_Apgar_0_10_UNK__c,false,
MCIC_Patient_Safety__c,X10_min_Apgar_1_10_UNK__c,false,
MCIC_Patient_Safety__c,X1_Min_Apgar_1_10__c,false,
MCIC_Patient_Safety__c,X1_min_Apgar_0_10_UNK__c,false,
MCIC_Patient_Safety__c,X1_min_Apgar_1_10_UNK__c,false,
MCIC_Patient_Safety__c,X1st_Review_Date__c,false,
MCIC_Patient_Safety__c,X5_Min_Apgar_1_10__c,false,
MCIC_Patient_Safety__c,X5_min_Apgar_0_10_UNK__c,false,
MCIC_Patient_Safety__c,X5_min_Apgar_1_10_UNK__c,false,
MCIC_Patient_Safety__c,Zip_Code_SRC__c,false,
MCIC_Patient_Safety__c,Zip_Code__c,false,
MCIC_Patient_Safety__c,Base_Excess1__c,false,
MCIC_Patient_Safety__c,Cord_Source1__c,false,
MCIC_Patient_Safety__c,Date_of_Birth_SRC__c,false,
MCIC_Patient_Safety__c,ICD_10_Codes_from_Claim__c,false,
MCIC_Patient_Safety__c,Insurance_Status__c,true,;
Master_Risk_Relativity__c,Id,false,
Master_Risk_Relativity__c,OwnerId,false,
Master_Risk_Relativity__c,IsDeleted,false,
Master_Risk_Relativity__c,Name,false,
Master_Risk_Relativity__c,CreatedDate,false,
Master_Risk_Relativity__c,CreatedById,false,
Master_Risk_Relativity__c,LastModifiedDate,false,
Master_Risk_Relativity__c,LastModifiedById,false,
Master_Risk_Relativity__c,SystemModstamp,false,
Master_Risk_Relativity__c,LastViewedDate,false,
Master_Risk_Relativity__c,LastReferencedDate,false,
Master_Risk_Relativity__c,ConnectionReceivedId,false,
Master_Risk_Relativity__c,ConnectionSentId,false,
Master_Risk_Relativity__c,MCIC_Class__c,false,
Master_Risk_Relativity__c,MCIC_Key__c,false,
Master_Risk_Relativity__c,Policy__c,false,
Master_Risk_Relativity__c,Risk_Relativity__c,false,
Master_Risk_Relativity__c,Class_Order__c,false,
Medical_Special_A__c,Id,false,
Medical_Special_A__c,IsDeleted,false,
Medical_Special_A__c,Name,false,
Medical_Special_A__c,RecordTypeId,false,
Medical_Special_A__c,CreatedDate,false,
Medical_Special_A__c,CreatedById,false,
Medical_Special_A__c,LastModifiedDate,false,
Medical_Special_A__c,LastModifiedById,false,
Medical_Special_A__c,SystemModstamp,false,
Medical_Special_A__c,LastActivityDate,false,
Medical_Special_A__c,LastViewedDate,false,
Medical_Special_A__c,LastReferencedDate,false,
Medical_Special_A__c,ConnectionReceivedId,false,
Medical_Special_A__c,ConnectionSentId,false,
Medical_Special_A__c,Reserve_Worksheet__c,false,
Medical_Special_A__c,Amount_Claimed__c,false,
Medical_Special_A__c,Medical_Special_Code__c,false,
Medical_Special_A__c,Other_Text__c,false,
Medical_Special_A__c,Past_Future_Medical_Specials__c,false,
Medical_Special_A__c,Settlement_Value_High__c,false,
Medical_Special_A__c,Settlement_Value_Low__c,false,
Occurrence_Exposure_Detail__c,Id,false,
Occurrence_Exposure_Detail__c,IsDeleted,false,
Occurrence_Exposure_Detail__c,Name,false,
Occurrence_Exposure_Detail__c,CreatedDate,false,
Occurrence_Exposure_Detail__c,CreatedById,false,
Occurrence_Exposure_Detail__c,LastModifiedDate,false,
Occurrence_Exposure_Detail__c,LastModifiedById,false,
Occurrence_Exposure_Detail__c,SystemModstamp,false,
Occurrence_Exposure_Detail__c,LastViewedDate,false,
Occurrence_Exposure_Detail__c,LastReferencedDate,false,
Occurrence_Exposure_Detail__c,ConnectionReceivedId,false,
Occurrence_Exposure_Detail__c,ConnectionSentId,false,
Occurrence_Exposure_Detail__c,Occurrence_Exposure__c,false,
Occurrence_Exposure_Detail__c,Audit__c,false,
Occurrence_Exposure_Detail__c,Category__c,false,
Occurrence_Exposure_Detail__c,Chargeback_Rate_Summary__c,false,
Occurrence_Exposure_Detail__c,Class__c,false,
Occurrence_Exposure_Detail__c,Comments__c,false,
Occurrence_Exposure_Detail__c,Count__c,false,
Occurrence_Exposure_Detail__c,Entity_Audit_Dataset__c,false,
Occurrence_Exposure_Detail__c,Entity_Dataset_Summary__c,false,
Occurrence_Exposure_Detail__c,Entity_Rollup__c,false,
Occurrence_Exposure_Detail__c,MCIC_Key__c,false,
Occurrence_Exposure_Detail__c,Missing_Values__c,false,
Occurrence_Exposure_Detail__c,Occ_Exp_Adjustment_Name__c,false,
Occurrence_Exposure_Detail__c,Order__c,false,
Occurrence_Exposure_Detail__c,Preliminary_Premium__c,false,
Occurrence_Exposure_Detail__c,PremiumAdjKeyGenerator__c,false,
Occurrence_Exposure_Detail__c,PremiumAdjKey__c,false,
Occurrence_Exposure_Detail__c,Premium__c,false,
Occurrence_Exposure_Detail__c,Risk_Weighting__c,false,
Occurrence_Exposure_Detail__c,Sync_Records__c,false,
Occurrence_Exposure_Detail__c,Total_Exposure_Units__c,false,
Occurrence_Exposure_Detail__c,Type__c,false,
Occurrence_Exposure_Detail__c,Audit_As_Of_Date__c,false,
Occurrence_Exposure_Detail__c,Chargeback_Rate__c,false,
Occurrence_Exposure_Detail__c,Entity_Exp_Adj_Factor__c,false,
Occurrence_Exposure_Detail__c,Occ_Exp_Adjustment_Addend__c,false,
Occurrence_Exposure_Detail__c,Occ_Exp_Adjustment_Comment__c,false,
Occurrence_Exposure_Detail__c,Occ_Exp_Adjustment_Factor__c,false,
Occurrence_Exposure_Detail__c,Preliminary_Chargeback_Rate__c,false,
Occurrence_Exposure_Detail__c,Preliminary_Value_of_1_Exposure_Unit__c,false,
Occurrence_Exposure_Detail__c,Premium_Calculated__c,false,
Occurrence_Exposure_Detail__c,Total_Exposure_Units_Calc__c,false,
Occurrence_Exposure_Detail__c,Value_of_1_Exposure_Unit__c,false,
Occurrence_Exposure__c,Id,false,
Occurrence_Exposure__c,IsDeleted,false,
Occurrence_Exposure__c,Name,false,
Occurrence_Exposure__c,CreatedDate,false,
Occurrence_Exposure__c,CreatedById,false,
Occurrence_Exposure__c,LastModifiedDate,false,
Occurrence_Exposure__c,LastModifiedById,false,
Occurrence_Exposure__c,SystemModstamp,false,
Occurrence_Exposure__c,LastViewedDate,false,
Occurrence_Exposure__c,LastReferencedDate,false,
Occurrence_Exposure__c,ConnectionReceivedId,false,
Occurrence_Exposure__c,ConnectionSentId,false,
Occurrence_Exposure__c,Claims_Made_Exposure__c,false,
Occurrence_Exposure__c,Audit__c,false,
Occurrence_Exposure__c,Comments__c,false,
Occurrence_Exposure__c,Entity_Rollup__c,false,
Occurrence_Exposure__c,MCIC_Key__c,false,
Occurrence_Exposure__c,Missing_Values__c,false,
Occurrence_Exposure__c,Previous_Occurrence_Exposure__c,false,
Occurrence_Exposure__c,Sync_Records__c,false,
Occurrence_Exposure__c,Assisted_Living_Premium__c,false,
Occurrence_Exposure__c,Beds_Total_Premium__c,false,
Occurrence_Exposure__c,Covered_Lives_Total_Premium__c,false,
Occurrence_Exposure__c,General_Liability_Total_Premium__c,false,
Occurrence_Exposure__c,Outpatient_Visits_Total_Premium__c,false,
Occurrence_Exposure__c,Physician_Total_Premium__c,false,
Occurrence_Exposure__c,Physician_Total__c,false,
Occurrence_Exposure__c,Preliminary_Assisted_Living_Premium__c,false,
Occurrence_Exposure__c,Preliminary_Beds_Total_Premium__c,false,
Occurrence_Exposure__c,Preliminary_Covered_Lives_Total_Premium__c,false,
Occurrence_Exposure__c,Preliminary_General_Liability_Total_Prem__c,false,
Occurrence_Exposure__c,Preliminary_Hospital_GL_Total_Premium__c,false,
Occurrence_Exposure__c,Preliminary_Outpatient_Visits_Total_Prem__c,false,
Occurrence_Exposure__c,Preliminary_Physician_Total_Premium__c,false,
Occurrence_Exposure__c,Preliminary_Revenues_Total_Premium__c,false,
Occurrence_Exposure__c,Revenues_Total_Premium__c,false,
Occurrence_Exposure__c,Subtotal_Assisted_Living_Exposures__c,false,
Occurrence_Exposure__c,Subtotal_Beds_Exposures__c,false,
Occurrence_Exposure__c,Subtotal_Covered_Lives_Exposures__c,false,
Occurrence_Exposure__c,Subtotal_General_Liability_Exposures__c,false,
Occurrence_Exposure__c,Subtotal_Outpatient_Visits_Exposures__c,false,
Occurrence_Exposure__c,Subtotal_Physicians_Exposures__c,false,
Occurrence_Exposure__c,Subtotal_Physicians__c,false,
Occurrence_Exposure__c,Subtotal_Revenues_Exposures__c,false,
Occurrence_Exposure__c,Audit_As_Of_Date__c,false,
Occurrence_Exposure__c,Change_from_previous_Occurrence_Exposure__c,false,
Occurrence_Exposure__c,Change_in_Non_Physician_Exposures__c,false,
Occurrence_Exposure__c,Change_in_Total_Exposures__c,false,
Occurrence_Exposure__c,Grand_Total_Phys_Hospital_GL__c,false,
Occurrence_Exposure__c,Hospital_Exposures_Subtotal__c,false,
Occurrence_Exposure__c,Hospital_GL_Total_Premium__c,false,
Occurrence_Exposure__c,Preliminary_Grand_Total__c,false,
Occurrence_Exposure__c,Total_Exposures__c,false,
Org_Hierarchy__c,Id,false,
Org_Hierarchy__c,OwnerId,false,
Org_Hierarchy__c,IsDeleted,false,
Org_Hierarchy__c,Name,false,
Org_Hierarchy__c,CreatedDate,false,
Org_Hierarchy__c,CreatedById,false,
Org_Hierarchy__c,LastModifiedDate,false,
Org_Hierarchy__c,LastModifiedById,false,
Org_Hierarchy__c,SystemModstamp,false,
Org_Hierarchy__c,LastActivityDate,false,
Org_Hierarchy__c,LastViewedDate,false,
Org_Hierarchy__c,LastReferencedDate,false,
Org_Hierarchy__c,ConnectionReceivedId,false,
Org_Hierarchy__c,ConnectionSentId,false,
Org_Hierarchy__c,AOI_Contact_Address_1__c,false,
Org_Hierarchy__c,AOI_Contact_Address_2__c,false,
Org_Hierarchy__c,AOI_Contact_City__c,false,
Org_Hierarchy__c,AOI_Contact_First_Name__c,false,
Org_Hierarchy__c,AOI_Contact_Last_Name__c,false,
Org_Hierarchy__c,AOI_Contact_Phone__c,false,
Org_Hierarchy__c,AOI_Contact_Postal_Code__c,false,
Org_Hierarchy__c,AOI_Contact_State__c,false,
Org_Hierarchy__c,AOI_Node_Name__c,false,
Org_Hierarchy__c,Active__c,false,
Org_Hierarchy__c,Address_Line1__c,false,
Org_Hierarchy__c,Address_Line2__c,false,
Org_Hierarchy__c,Allow_PIRE__c,false,
Org_Hierarchy__c,Allow_Raw_Exposures__c,false,
Org_Hierarchy__c,Billing_Code__c,false,
Org_Hierarchy__c,COI_Contact_Address_1__c,false,
Org_Hierarchy__c,COI_Contact_Address_2__c,false,
Org_Hierarchy__c,COI_Contact_City__c,false,
Org_Hierarchy__c,COI_Contact_Postal_Code__c,false,
Org_Hierarchy__c,COI_Contact_State__c,false,
Org_Hierarchy__c,COI_Node_Name__c,false,
Org_Hierarchy__c,COMPASS_ID__c,false,
Org_Hierarchy__c,CP_Step_Renewal_Date_Bridgeport__c,false,
Org_Hierarchy__c,CP_Step_Renewal_Date_Greenwich__c,false,
Org_Hierarchy__c,CP_Step_Renewal_Date_Johns_Hopkins__c,false,
Org_Hierarchy__c,CP_Step_Renewal_Date_NYP__c,false,
Org_Hierarchy__c,CP_Step_Renewal_Date_YSM__c,false,
Org_Hierarchy__c,CP_Step_Renewal_Date_Yale_New_Haven__c,false,
Org_Hierarchy__c,CP_Step_Renewal_Date__c,false,
Org_Hierarchy__c,City__c,false,
Org_Hierarchy__c,Class_B_Flag__c,false,
Org_Hierarchy__c,Community_Physicians_Assigned__c,false,
Org_Hierarchy__c,Company_Id__c,false,
Org_Hierarchy__c,Contact_First_Name__c,false,
Org_Hierarchy__c,Contact_Last_Name__c,false,
Org_Hierarchy__c,Corporate_Fee__c,false,
Org_Hierarchy__c,Country__c,false,
Org_Hierarchy__c,Date_Active__c,false,
Org_Hierarchy__c,Date_Inactive__c,false,
Org_Hierarchy__c,Date_Parent_Relationship_Effective__c,false,
Org_Hierarchy__c,Effective_Date__c,false,
Org_Hierarchy__c,Fax__c,false,
Org_Hierarchy__c,ID_Generator__c,false,
Org_Hierarchy__c,Location_10_Code__c,false,
Org_Hierarchy__c,Location_10_Name__c,false,
Org_Hierarchy__c,Location_10_Node__c,false,
Org_Hierarchy__c,Location_1_Code__c,false,
Org_Hierarchy__c,Location_1_Name__c,false,
Org_Hierarchy__c,Location_1_Node__c,false,
Org_Hierarchy__c,Location_2_Code__c,false,
Org_Hierarchy__c,Location_2_Name__c,false,
Org_Hierarchy__c,Location_2_Node__c,false,
Org_Hierarchy__c,Location_3_Code__c,false,
Org_Hierarchy__c,Location_3_Name__c,false,
Org_Hierarchy__c,Location_3_Node__c,false,
Org_Hierarchy__c,Location_4_Code__c,false,
Org_Hierarchy__c,Location_4_Name__c,false,
Org_Hierarchy__c,Location_4_Node__c,false,
Org_Hierarchy__c,Location_5_Code__c,false,
Org_Hierarchy__c,Location_5_Name__c,false,
Org_Hierarchy__c,Location_5_Node__c,false,
Org_Hierarchy__c,Location_6_Code__c,false,
Org_Hierarchy__c,Location_6_Name__c,false,
Org_Hierarchy__c,Location_6_Node__c,false,
Org_Hierarchy__c,Location_7_Code__c,false,
Org_Hierarchy__c,Location_7_Name__c,false,
Org_Hierarchy__c,Location_7_Node__c,false,
Org_Hierarchy__c,Location_8_Code__c,false,
Org_Hierarchy__c,Location_8_Name__c,false,
Org_Hierarchy__c,Location_8_Node__c,false,
Org_Hierarchy__c,Location_9_Code__c,false,
Org_Hierarchy__c,Location_9_Name__c,false,
Org_Hierarchy__c,Location_9_Node__c,false,
Org_Hierarchy__c,Lukan_Vesting_Service_Current__c,false,
Org_Hierarchy__c,Lukan_Vesting_Service_Initial__c,false,
Org_Hierarchy__c,MCIC_AMC_ID_18_Character__c,false,
Org_Hierarchy__c,MCIC_AMC_Report_Node__c,false,
Org_Hierarchy__c,MCIC_Abbreviation__c,false,
Org_Hierarchy__c,MCIC_Entity_PC_Group_Flow__c,false,
Org_Hierarchy__c,Multiple_Limits__c,false,
Org_Hierarchy__c,Node_Code__c,false,
Org_Hierarchy__c,Node_Key__c,false,
Org_Hierarchy__c,Node_Level__c,false,
Org_Hierarchy__c,Node_Name__c,false,
Org_Hierarchy__c,Owner_Name__c,false,
Org_Hierarchy__c,PC_AOI_Effective_Date_Flow__c,false,
Org_Hierarchy__c,PC_AOI_Termination_Date_Flow__c,false,
Org_Hierarchy__c,PC_Group__c,false,
Org_Hierarchy__c,PC_Group_billable__c,false,
Org_Hierarchy__c,PC_insured_separately__c,false,
Org_Hierarchy__c,PH_PFL_Claim_Limit__c,false,
Org_Hierarchy__c,PH_PFL_Policy_Limit__c,false,
Org_Hierarchy__c,Parent_Location_Code__c,false,
Org_Hierarchy__c,Parent_Location_Name__c,false,
Org_Hierarchy__c,Parent_Node_Key__c,false,
Org_Hierarchy__c,Parent_Node__c,false,
Org_Hierarchy__c,Permit_Billing__c,false,
Org_Hierarchy__c,Permit_Claims__c,false,
Org_Hierarchy__c,Permit_Coverages__c,false,
Org_Hierarchy__c,Permit_Insureds__c,false,
Org_Hierarchy__c,Phone_Extension__c,false,
Org_Hierarchy__c,Policy_Effective_Date__c,false,
Org_Hierarchy__c,Policy_Expiration_Date__c,false,
Org_Hierarchy__c,Policy_Name__c,false,
Org_Hierarchy__c,Postal_Code__c,false,
Org_Hierarchy__c,Premium_Calculated__c,false,
Org_Hierarchy__c,Primary_Contact__c,false,
Org_Hierarchy__c,Prior_Entity_Name__c,false,
Org_Hierarchy__c,RMX_ID__c,false,
Org_Hierarchy__c,Risk_Entity__c,false,
Org_Hierarchy__c,Risk_Pool__c,false,
Org_Hierarchy__c,Secondary_Contact_Email__c,false,
Org_Hierarchy__c,State__c,false,
Org_Hierarchy__c,Tail_Coverage_Reason__c,false,
Org_Hierarchy__c,Tail_Coverage__c,false,
Org_Hierarchy__c,Termination_Date__c,false,
Org_Hierarchy__c,Work_Phone__c,false,
Org_Hierarchy__c,MCIC_AMC_ID_Formula__c,false,
Org_Hierarchy__c,MCIC_AMC_Node_Code_Formula__c,false,
Org_Hierarchy__c,MCIC_AMC_Node_Formula__c,false,
Org_Hierarchy__c,MCIC_AMC_Report_Groups__c,false,
Org_Hierarchy__c,MCIC_Node_available_to_Logged_in_User__c,false,
Org_Hierarchy__c,MCIC_Permit_Coverage_Parent_ID_Formula__c,false,
Org_Hierarchy__c,Parent_Code_Formula__c,false,
Org_Hierarchy__c,Parent_Level_Formula__c,false,
Org_Hierarchy__c,Parent_Name__c,false,
Org_Hierarchy__c,Region__c,false,
Org_Hierarchy__c,VAP_Entity__c,false,
Org_Hierarchy__c,MCIC_PREMIUM_GROUP__c,false,
Org_Hierarchy__c,Master_Node__c,false,
Org_Hierarchy__c,SI_Entity_Indicator__c,false,
Org_Hierarchy__c,Restrict_Defendant_Entity_Verification__c,false,
Patient_Safety_Additional_Information__c,Id,false,
Patient_Safety_Additional_Information__c,OwnerId,false,
Patient_Safety_Additional_Information__c,IsDeleted,false,
Patient_Safety_Additional_Information__c,Name,false,
Patient_Safety_Additional_Information__c,RecordTypeId,false,
Patient_Safety_Additional_Information__c,CreatedDate,false,
Patient_Safety_Additional_Information__c,CreatedById,false,
Patient_Safety_Additional_Information__c,LastModifiedDate,false,
Patient_Safety_Additional_Information__c,LastModifiedById,false,
Patient_Safety_Additional_Information__c,SystemModstamp,false,
Patient_Safety_Additional_Information__c,LastActivityDate,false,
Patient_Safety_Additional_Information__c,ConnectionReceivedId,false,
Patient_Safety_Additional_Information__c,ConnectionSentId,false,
Patient_Safety_Additional_Information__c,ASA_Classification__c,false,
Patient_Safety_Additional_Information__c,Administered_Date__c,false,
Patient_Safety_Additional_Information__c,Anesthesia_Section_Applicable__c,false,
Patient_Safety_Additional_Information__c,Anesthesia_Used_During_Delivery__c,false,
Patient_Safety_Additional_Information__c,Anesthesia_Used_During_Labor__c,false,
Patient_Safety_Additional_Information__c,Antibiotics_Administered_During_Labor__c,false,
Patient_Safety_Additional_Information__c,Antibiotics_Given_Prior_to_Surgery__c,false,
Patient_Safety_Additional_Information__c,Bed_Alarms_Utilized__c,false,
Patient_Safety_Additional_Information__c,Category_of_Pressure_Ulcer__c,false,
Patient_Safety_Additional_Information__c,Claim_Number__c,false,
Patient_Safety_Additional_Information__c,Claimant_First_Name__c,false,
Patient_Safety_Additional_Information__c,Claimant_Last_Name__c,false,
Patient_Safety_Additional_Information__c,Class_of_Medication_Substance_Involved__c,true,;
Patient_Safety_Additional_Information__c,Contributing_Factor_Category__c,false,
Patient_Safety_Additional_Information__c,Contributing_Factor_Record_Type_ID__c,false,
Patient_Safety_Additional_Information__c,Date_of_Loss__c,false,
Patient_Safety_Additional_Information__c,Date_of_OP_Note_Dictated_UNK__c,false,
Patient_Safety_Additional_Information__c,Date_of_OP_Note_Dictated__c,false,
Patient_Safety_Additional_Information__c,Date_of_Surgery__c,false,
Patient_Safety_Additional_Information__c,Describe_Issues_with_Tests_Ordered__c,false,
Patient_Safety_Additional_Information__c,Details__c,false,
Patient_Safety_Additional_Information__c,Developed_During_Admission__c,false,
Patient_Safety_Additional_Information__c,Dilution_Concentration__c,false,
Patient_Safety_Additional_Information__c,Estimated_Fetal_Weight_grams_UNK__c,false,
Patient_Safety_Additional_Information__c,Estimated_Fetal_Weight_grams__c,false,
Patient_Safety_Additional_Information__c,Event_Specific_Phase_of_Care_WHERE__c,false,
Patient_Safety_Additional_Information__c,Evidence_of_Infection_During_Labor__c,false,
Patient_Safety_Additional_Information__c,Fall_During_Admission__c,false,
Patient_Safety_Additional_Information__c,Fall_Precautions_in_Place__c,false,
Patient_Safety_Additional_Information__c,Falls_Categories__c,false,
Patient_Safety_Additional_Information__c,Fetal_Position__c,false,
Patient_Safety_Additional_Information__c,Hyperstim_Tachysystole_Doc_In_Chart__c,false,
Patient_Safety_Additional_Information__c,Hyperstim_Tachysystole_Expert_or_PR__c,false,
Patient_Safety_Additional_Information__c,Hyperstim_Tachysystole_Management__c,false,
Patient_Safety_Additional_Information__c,Implantable_Devices__c,false,
Patient_Safety_Additional_Information__c,Indication_for_ROTR_Other__c,false,
Patient_Safety_Additional_Information__c,Indication_for_Unplanned_ROTR__c,true,;
Patient_Safety_Additional_Information__c,Indication_for_Unplanned_Return_to_OR__c,true,;
Patient_Safety_Additional_Information__c,Induction_of_Labor__c,false,
Patient_Safety_Additional_Information__c,Infection_Symptoms_Present_During_Labor__c,true,;
Patient_Safety_Additional_Information__c,Injury_Not_Spec_Related_to_Surgery__c,false,
Patient_Safety_Additional_Information__c,Injury_Occurred_During__c,false,
Patient_Safety_Additional_Information__c,Issue_Involved_High_Prioritized_Test__c,false,
Patient_Safety_Additional_Information__c,Labor_Oxytocin_Administered__c,false,
Patient_Safety_Additional_Information__c,Labor_Prophylaxis_Antibiotics__c,false,
Patient_Safety_Additional_Information__c,Labor_Stage_II_Time_Duration_mins__c,false,
Patient_Safety_Additional_Information__c,Labor_Stage_I_Time_Duration_mins__c,false,
Patient_Safety_Additional_Information__c,Maneuvers_Utilized__c,true,;
Patient_Safety_Additional_Information__c,Max_Dose_Admin_milliunits_per_min__c,false,
Patient_Safety_Additional_Information__c,Medication_Event_Originated_WHERE__c,false,
Patient_Safety_Additional_Information__c,Medication__c,false,
Patient_Safety_Additional_Information__c,Membrane_Status_at_Time_of_Admission__c,false,
Patient_Safety_Additional_Information__c,Method_of_Induction__c,true,;
Patient_Safety_Additional_Information__c,Mode_of_Delivery__c,false,
Patient_Safety_Additional_Information__c,Most_Advanced_Stage_of_Pressure_Ulcer__c,false,
Patient_Safety_Additional_Information__c,Claim_Division_Claim_Entity__c,false,
Patient_Safety_Additional_Information__c,Other_Class_Please_Specify__c,false,
Patient_Safety_Additional_Information__c,Other_Test_Type_please_specify__c,false,
Patient_Safety_Additional_Information__c,Patient_Safety_Case__c,false,
Patient_Safety_Additional_Information__c,Patient_Safety_Category__c,false,
Patient_Safety_Additional_Information__c,Patient_Safety_Record_Type__c,false,
Patient_Safety_Additional_Information__c,Patient_Safety_additional_Info_Key__c,false,
Patient_Safety_Additional_Information__c,Permanent_Implantable_Device_s__c,false,
Patient_Safety_Additional_Information__c,Placenta_Analyzed_by_Path__c,false,
Patient_Safety_Additional_Information__c,Planned_Removal_of_Implantable_Device_s__c,false,
Patient_Safety_Additional_Information__c,Planned_Retained_Foreign_Body__c,false,
Patient_Safety_Additional_Information__c,Prenatal_GBS__c,false,
Patient_Safety_Additional_Information__c,Present_on_Admission__c,false,
Patient_Safety_Additional_Information__c,Pressure_Ulcer_Present__c,false,
Patient_Safety_Additional_Information__c,Prophylaxis_Administered_Date__c,false,
Patient_Safety_Additional_Information__c,Prophylaxis_Antibiotics_Given_Prior__c,false,
Patient_Safety_Additional_Information__c,Prophylaxis_Time__c,false,
Patient_Safety_Additional_Information__c,Prophylaxis_VTE_DVT_Given__c,false,
Patient_Safety_Additional_Information__c,ROTR_Time__c,false,
Patient_Safety_Additional_Information__c,Reason_Returned_to_OR__c,true,;
Patient_Safety_Additional_Information__c,Removal_of_Implantable_Device_s__c,false,
Patient_Safety_Additional_Information__c,Retained_Foreign_Body__c,false,
